referenceTime,value
2012-11-30T23:00:00Z,23.7
2012-12-31T23:00:00Z,48.9
2013-01-31T23:00:00Z,43.3
2013-02-28T23:00:00Z,79.1
2013-03-31T22:00:00Z,25.6
2013-04-30T22:00:00Z,27.4
2013-05-31T22:00:00Z,128.9
2013-06-30T22:00:00Z,105.6
2013-07-31T22:00:00Z,84.1
2013-08-31T22:00:00Z,39.6
2013-09-30T22:00:00Z,73.9
2013-10-31T23:00:00Z,104.4
2013-11-30T23:00:00Z,74.5
2013-12-31T23:00:00Z,1.9
2014-01-31T23:00:00Z,7.6
2014-02-28T23:00:00Z,59.6
2014-03-31T22:00:00Z,50.1
2014-04-30T22:00:00Z,48.4
2014-05-31T22:00:00Z,56.8
2014-06-30T22:00:00Z,32.9
2014-07-31T22:00:00Z,90.6
2014-08-31T22:00:00Z,66.4
2014-09-30T22:00:00Z,50
2014-10-31T23:00:00Z,15.5
2014-11-30T23:00:00Z,73.8
2014-12-31T23:00:00Z,58.7
2015-01-31T23:00:00Z,91.6
2015-02-28T23:00:00Z,50
2015-03-31T22:00:00Z,74.9
2015-04-30T22:00:00Z,75.7
2015-05-31T22:00:00Z,111.6
2015-06-30T22:00:00Z,79.5
2015-07-31T22:00:00Z,97.4
2015-08-31T22:00:00Z,73.6
2015-09-30T22:00:00Z,78.6
2015-11-30T23:00:00Z,69.5
2015-12-31T23:00:00Z,34.7
2016-01-31T23:00:00Z,63.9
2016-02-29T23:00:00Z,61.1
2016-03-31T22:00:00Z,42.5
2016-04-30T22:00:00Z,48
2016-08-31T22:00:00Z,79.1
2016-09-30T22:00:00Z,83.1
2016-10-31T23:00:00Z,104.4
2016-11-30T23:00:00Z,149.8
2016-12-31T23:00:00Z,81.4
2017-01-31T23:00:00Z,54
2017-02-28T23:00:00Z,53.8
2017-03-31T22:00:00Z,77.2
2017-04-30T22:00:00Z,42.4
2017-05-31T22:00:00Z,137.2
2017-06-30T22:00:00Z,86.2
2017-07-31T22:00:00Z,83.5
2017-08-31T22:00:00Z,17.6
2017-09-30T22:00:00Z,104.9
2017-10-31T23:00:00Z,49.6
2017-11-30T23:00:00Z,92.3
2017-12-31T23:00:00Z,19.4
2018-01-31T23:00:00Z,17
2018-02-28T23:00:00Z,18.5
2018-03-31T22:00:00Z,41.4
2018-04-30T22:00:00Z,21.9
2018-05-31T22:00:00Z,48
2018-06-30T22:00:00Z,22.9
2018-07-31T22:00:00Z,142.7
2018-08-31T22:00:00Z,123.9
2018-09-30T22:00:00Z,107.7
2018-10-31T23:00:00Z,20.6
2018-11-30T23:00:00Z,71.5
2018-12-31T23:00:00Z,65.9
2019-01-31T23:00:00Z,27.8
2019-02-28T23:00:00Z,92.4
2019-03-31T22:00:00Z,7
2019-04-30T22:00:00Z,89.7
2019-05-31T22:00:00Z,69.2
2019-06-30T22:00:00Z,49
2019-07-31T22:00:00Z,59.6
2019-08-31T22:00:00Z,170.3
2019-09-30T22:00:00Z,67.3
